seq_id,ct10_id,municipal,nhd,county,years,pop,fi_p,unemp_p,pov_p,mhi,aa_p,lat_p,homeown_p,fi_num,snapbelowp,snapabovep,cost_index,short_week,short_year,weightcost,meal_gap,omad_goal,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
864,25023501101,Hingham,,Plymouth,2015,3290,6.9,5.6,5.1,116250,0.1,1.2,80.1,230,59.5,40.5,1.211,21.04,145000,3.56,40700,13600,1,3302,1240,0,14,0.0042399,0,0,0,0,0,0,6.2,125357,1,1,1,1,1,0,0,0,1064.959514,2651.460325,1064.959514,283.722087,527.8140309,283.722087,2651.460325,0.802986167,527.8140309,0.159846769,754.1568104,0.228393946,396.0361221,0.119938256,2558.335198,0.774783524,4.778081226,0.001447026,44.84638393,0.013581582,5.000000119,0.001514234,1.779524859,0.000538923,36.72114102,0.011120879,24.83333562,0.007520695,40.78808361,0.032893616,35.20453392,0.028390753,1064.959514,0.322519538,283.722087,0.085924315,273.1957654,0.082736452,141.4116553,0.042826062,1022.489893,0.309657751,0.328888923,9.96E-05,20.59606912,0.006237453,5.000000119,0.001514234,1.000000025,0.000302847,15.54465565,0.004707649,9.373419961,0.00283871,2.822085114,0.002275875,14.59287647,0.011768449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,902,523,3190,6,53,5,3,45,26,54,43
865,25023501102,Hingham,,Plymouth,2015,8571,5.3,2.7,4.1,116125,1,0,81.8,450,59.5,40.5,1.211,21.04,290000,3.56,81500,27200,1,8057,3102,0,149,0.0184932,0,0,0,0,0,0,3.3,135917,1,1,1,1,1,0,0,0,2988.107187,6844.032454,2988.107187,308.7003628,853.2879572,308.7003628,6844.032454,0.849451713,853.2879572,0.105906411,1990.758086,0.247084285,1067.819921,0.132533191,6577.636325,0.816387778,44.08317212,0.005471413,90.64207106,0.011250102,1.998896509,0.000248094,11.231197,0.001393968,118.440801,0.01470036,82.95251896,0.010295708,96.47676982,0.031101473,98.0810793,0.031618659,2988.107187,0.370870943,308.7003628,0.038314554,946.1484362,0.117431853,350.2616636,0.043472963,2889.492809,0.358631353,17.34828615,0.002153194,27.96348826,0.003470707,0,0,3.862482814,0.000479395,49.44012408,0.006136294,49.07854363,0.006091417,20.72912049,0.006682502,40.60104456,0.013088667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,2226,1292,7728,56,117,2,12,142,100,122,125
866,25023501201,Hingham,,Plymouth,2015,3810,4.4,6.7,2.5,140662,0.3,3.8,94.7,170,59.5,40.5,1.211,21.04,107000,3.56,30100,10000,1,3667,1268,0,0,0,0,0,0,0,0,0,2.4,152540,1,1,1,1,1,0,0,0,3569.302571,3667.000012,3569.302571,376.6186142,394.4543876,376.6186142,3667.000012,1.000000003,394.4543876,0.10756869,1112.999999,0.303517862,520.9999982,0.142077992,3541.999999,0.96591219,17.99999967,0.004908645,44,0.011998909,1,0.000272702,10.0000001,0.002727025,51.99999978,0.014180529,33.00000017,0.008999182,0,0,8.901716059,0.007020281,3569.302571,0.973357669,376.6186142,0.102704831,1077.693823,0.29388978,508.2077927,0.138589526,3447.15806,0.940048557,17.98464733,0.004904458,44,0.011998909,1,0.000272702,7.221255833,0.001969254,51.93859043,0.014163783,32.9692955,0.008990809,0,0,8.682713959,0.006847566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,1113,521,3542,18,44,1,10,52,33,0,9
867,25023501202,Hingham,,Plymouth,2015,7062,7.9,5.4,6.7,97143,0.2,1,76.9,560,59.5,40.5,1.211,21.04,356000,3.56,100000,33300,1,7131,2855,0,103,0.014444,0,0,0,0,1,0,4.4,148280,1,1,1,1,1,0,0,1,4252.939129,6460.801747,4252.939129,466.3456268,695.1656866,466.3456268,6460.801747,0.906016232,695.1656866,0.097485021,1655.57596,0.23216603,1810.090898,0.25383409,6224.185645,0.872834896,34.11574388,0.004784146,110.4473365,0.015488338,0,0,8.999999995,0.001262095,83.05299614,0.011646753,73.65605969,0.010328994,242.9143587,0.085083838,22.98447734,0.008050605,4252.939129,0.596401505,466.3456268,0.065396947,1159.866219,0.162651272,1098.983445,0.154113511,4107.240158,0.575969732,17.34515707,0.00243236,58.97228161,0.008269847,0,0,8.262038136,0.001158609,61.11948135,0.008570955,53.85087315,0.007551658,124.2625641,0.043524541,14.81236877,0.00518822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,1791,2008,6865,38,129,0,9,90,82,277,24
868,25023502101,Rockland,,Plymouth,2015,6070,9.6,4.8,5,75667,3.3,0.3,62.1,580,59.5,40.5,1.211,21.04,372000,3.56,104500,34800,1,6051,2263,0,37,0.0061147,0,0,0,0,0,0,3.2,78813,1,1,1,1,1,0,0,0,4425.867676,5798.459881,4425.867676,1140.011439,1361.646673,1140.011439,5798.459881,0.95826473,1361.646673,0.225028371,1309.661205,0.216437152,532.9714805,0.088079901,5257.505055,0.868865486,150.564031,0.024882504,58.55600263,0.009677079,0.999999952,0.000165262,9.000000332,0.001487358,321.8347753,0.053187039,97.44801381,0.016104448,44.70134929,0.019753137,200.9850854,0.08881356,4425.867676,0.731427479,1140.011439,0.188400502,1023.100306,0.169079542,370.4312606,0.061218189,3977.721613,0.657365991,108.3448342,0.017905278,51.1698753,0.008456433,0.999999952,0.000165262,9.000000332,0.001487358,278.6313407,0.046047156,77.53941762,0.012814315,43.3911716,0.019174181,154.9965469,0.068491625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322,1377,551,5483,164,59,1,9,335,101,40,199
869,25023502102,Rockland,,Plymouth,2015,5678,11.7,9.1,6.9,70490,8.3,0.9,74,660,59.5,40.5,1.211,21.04,424000,3.56,119100,39700,1,5600,2079,0,0,0,0,0,0,0,1,0,4.8,86429,1,1,1,1,1,0,0,1,4322.406181,5407.609495,4322.406181,688.3783992,1000.754475,688.3783992,5407.609495,0.965644553,1000.754475,0.178706156,1472.673201,0.262977357,604.9672016,0.108029857,4899.584901,0.874925875,186.9564255,0.033385076,68.55586631,0.012242119,4.00000019,0.000714286,7.999999747,0.001428571,240.5122945,0.042948624,157.8229061,0.028182662,107.8547278,0.051878176,254.0084271,0.122178176,4322.406181,0.771858247,688.3783992,0.122924714,1217.50988,0.217412479,465.2899286,0.083087487,3953.678397,0.706013999,120.7225616,0.0215576,58.86781844,0.01051211,4.00000019,0.000714286,7.999999747,0.001428571,177.1373983,0.031631678,116.1071757,0.020733424,63.79093002,0.030683468,196.9658006,0.094740645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,1503,636,5081,191,70,4,8,246,161,123,267
870,25023502200,Rockland,,Plymouth,2015,5915,8.5,5.2,9.9,62225,1.9,3.1,81.9,500,59.5,40.5,1.211,21.04,321000,3.56,90200,30100,1,5838,2355,0,191,0.0327167,0,0,0,0,1,0,7.9,75150,1,1,1,1,1,0,0,1,5268.07686,5838,5268.07686,874.5872392,956.5457765,874.5872392,5838,1,956.5457765,0.163848197,1077.999995,0.184652277,1203.00001,0.206063722,5530.99999,0.947413496,97.00000079,0.016615279,63.00000037,0.010791367,0,0,9.999999869,0.001712915,137.0000001,0.023466941,85.99999966,0.014731072,132.7551412,0.05637161,239.9809742,0.101902749,5268.07686,0.902376989,874.5872392,0.149809393,970.7576072,0.166282564,1139.770109,0.195232975,4995.624302,0.855708171,82.66374706,0.0141596,61.28932895,0.010498343,0,0,8.092901099,0.001386245,120.4065702,0.020624627,74.79956727,0.012812533,117.4064994,0.04985414,218.0777708,0.092602026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,1078,1203,5531,97,63,0,10,137,86,127,241
871,25023503101,Hanover,,Plymouth,2015,7312,8.1,8.3,6.5,105373,0.8,1,88.3,590,59.5,40.5,1.211,21.04,378000,3.56,106200,35400,1,7176,2340,0,4,0.0005574,0,0,0,0,0,0,6.1,127933,1,1,1,1,1,0,0,0,5346.074929,6446.153577,5346.074929,353.0070292,596.9321286,353.0070292,6446.153577,0.898293419,596.9321286,0.083184522,1908.043735,0.265892382,732.652105,0.102097562,6232.232221,0.868482751,46.53601314,0.006484952,65.41588465,0.009115926,0.999999966,0.000139353,5.109715333,0.000712056,95.85976544,0.013358384,73.0568968,0.010180727,20.83492512,0.008903814,159.4004274,0.068119841,5346.074929,0.744993719,353.0070292,0.04919273,1626.121813,0.226605604,553.9658521,0.077197025,5158.052327,0.71879213,44.12289909,0.006148676,55.6262127,0.007751702,0.436847355,6.09E-05,4.93700832,0.000687989,82.89965968,0.011552349,64.9199769,0.00904682,13.79437868,0.005895034,130.1782839,0.055631745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,2093,840,6903,75,75,1,7,115,85,24,176
872,25023503102,Hanover,,Plymouth,2015,6914,7.2,6.6,2.1,98519,0.1,0.5,80.4,500,59.5,40.5,1.211,21.04,318000,3.56,89300,29800,1,6703,2369,0,94,0.0140236,0,0,0,0,1,0,2.3,109702,1,1,1,1,1,0,0,1,3821.379233,5579.007196,3821.379233,382.9547788,716.0900069,382.9547788,5579.007196,0.832314963,716.0900069,0.106831271,1521.091512,0.226926975,773.215569,0.115353658,5408.877244,0.806933797,19.3593251,0.002888158,76.84111914,0.011463691,2.569058826,0.00038327,6.018095025,0.000897821,65.34236152,0.009748226,27.89474531,0.004161531,168.3449367,0.071061603,101.3139048,0.042766528,3821.379233,0.570099841,382.9547788,0.057131848,1060.568903,0.15822302,468.3183072,0.069866971,3699.998328,0.551991396,8.974681465,0.001338905,61.28172042,0.009142432,1.000033841,0.000149192,2.363966736,0.000352673,47.76050826,0.007125244,21.07002567,0.003143372,87.59196812,0.036974237,67.1243449,0.028334464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,1785,1012,6489,35,86,4,8,81,43,274,127
873,25023504101,Norwell,,Plymouth,2015,5572,6.8,7,3.4,99375,1.2,1.8,87.4,380,59.5,40.5,1.211,21.04,242000,3.56,67900,22600,1,5370,1833,0,248,0.0461825,0,0,0,0,0,0,2.1,118000,1,1,1,1,1,0,0,0,2279.613999,4554.422729,2279.613999,129.9430514,477.6710484,129.9430514,4554.422729,0.848123413,477.6710484,0.088951778,1257.351642,0.234143695,788.5340289,0.146840601,4402.412208,0.819816054,26.26015012,0.004890158,77.40171066,0.014413726,0,0,1.686791681,0.000314114,46.66189447,0.008689366,74.16502596,0.013810992,79.14610987,0.043178456,52.33747098,0.028552903,2279.613999,0.424509125,129.9430514,0.024197961,670.9118084,0.124937022,299.5553226,0.055783114,2198.418451,0.409388911,17.69229743,0.003294655,36.10960967,0.006724322,0,0,0.035926009,6.69E-06,27.35771204,0.005094546,42.76577086,0.007963831,26.50569052,0.014460279,26.17583074,0.014280322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,1464,965,5178,42,91,0,2,57,83,112,66
874,25023504102,Norwell,,Plymouth,2015,5168,5,6.4,3,122083,0.1,0.4,97.5,260,59.5,40.5,1.211,21.04,165000,3.56,46300,15400,1,5136,1720,0,0,0,0,0,0,0,0,0,2.5,127989,1,1,1,1,1,0,0,0,3973.168394,5051.981003,3973.168394,248.9772829,270.4204661,248.9772829,5051.981003,0.983641161,270.4204661,0.05265196,1509.257675,0.293858582,698.5206081,0.136004791,4859.059891,0.946078639,21.13432824,0.004114939,87.66655065,0.017069032,0,0,5.567530415,0.001084021,78.55268425,0.015294526,42.19213112,0.008214979,20.23998919,0.011767436,15.42223241,0.008966414,3973.168394,0.773591977,248.9772829,0.048476885,1185.254891,0.230773927,554.7161998,0.108005491,3820.739198,0.743913395,16.20532821,0.003155243,75.93884848,0.014785601,0,0,3.471402555,0.000675896,56.81360111,0.011061838,26.90182748,0.005237895,19.88038383,0.011558363,12.15306378,0.007065735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,1531,710,4936,22,90,0,6,82,45,21,15
875,25023505101,Scituate,,Plymouth,2015,6474,5.5,5.5,2.2,104179,0.2,1.6,87.7,360,59.5,40.5,1.211,21.04,227000,3.56,63800,21300,1,6468,2454,0,0,0,0,0,0,0,0,0,2,121676,1,1,1,1,1,0,0,0,4987.390022,6441.79711,4987.390022,541.4596482,684.1304312,541.4596482,6441.79711,0.995948842,684.1304312,0.105771557,1621.99699,0.250772571,973.6953647,0.150540409,6135.39588,0.948576976,34.97478155,0.005407356,49.00000001,0.007575758,2.999999918,0.000463822,7.999999922,0.001236858,211.4264359,0.03268807,70.38018325,0.01088129,29.1023883,0.011859164,48.10820694,0.019603996,4987.390022,0.771086893,541.4596482,0.083713613,1301.494128,0.20122049,728.4872355,0.112629443,4739.566264,0.732771531,22.35336091,0.003455993,41.32878147,0.006389731,2.999999918,0.000463822,7.999999922,0.001236858,173.1416079,0.026768956,53.11574729,0.008212082,27.67576361,0.011277817,36.28933202,0.014787829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,1627,978,6161,35,49,3,8,212,72,26,46
876,25023505102,Scituate,,Plymouth,2015,5119,8.1,9.7,3.7,112564,0.8,1,87.4,410,59.5,40.5,1.211,21.04,265000,3.56,74400,24800,1,4991,1760,0,17,0.0034061,0,0,0,0,0,0,2.3,129179,1,1,1,1,1,0,0,0,4607.535724,4965.07727,4607.535724,387.5076009,411.5470915,387.5076009,4965.07727,0.994806105,411.5470915,0.082457842,1389.446813,0.278390465,731.9103472,0.146646032,4818.267589,0.965391222,23.99999951,0.004808655,32.21944613,0.006455509,2.993359696,0.000599751,3.000000034,0.000601082,84.59687562,0.016949885,49.99667905,0.010017367,62.9429781,0.035763056,78.04316637,0.044342708,4607.535724,0.923168849,387.5076009,0.077641274,1290.104185,0.258486112,697.7005233,0.13979173,4469.870143,0.895586084,23.98849578,0.004806351,29.99651192,0.006010121,2.252396915,0.000451292,2.848773111,0.000570782,78.57940599,0.015744221,45.62619784,0.009141695,55.91663794,0.031770817,72.2323202,0.041041091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,1397,732,4840,24,33,3,3,88,50,61,76
877,25023505200,Scituate,,Plymouth,2015,6719,8.7,7.1,6.2,91687,3.3,2.5,78.2,580,59.5,40.5,1.211,21.04,373000,3.56,104800,34900,1,6674,2645,0,168,0.0251723,0,0,0,0,0,0,4.4,125820,1,1,1,1,1,0,0,0,3865.271784,5476.055678,3865.271784,709.6624997,891.1584866,709.6624997,5476.055678,0.820505795,891.1584866,0.133526893,1302.75023,0.195197817,1145.275511,0.171602564,5253.533198,0.787164099,43.9999999,0.006592748,46.14523925,0.00691418,0,0,2.999999996,0.000449506,129.3772691,0.019385267,60.14320122,0.009011567,94.66935172,0.035791815,67.9752909,0.025699543,3865.271784,0.579153698,709.6624997,0.106332409,906.5662191,0.135835514,849.9049147,0.127345657,3711.329912,0.55608779,28.71395805,0.004302361,35.40158532,0.005304403,0,0,2.042222481,0.000305997,87.78412311,0.01315315,47.63721776,0.007137731,58.25065043,0.02202293,47.1303202,0.017818647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,1536,1404,6424,45,54,1,3,147,69,126,86
878,25023506101,Marshfield,,Plymouth,2015,6609,5.1,3.6,4.5,108961,0.4,0.2,89.6,340,59.5,40.5,1.211,21.04,215000,3.56,60400,20100,1,6531,2362,0,45,0.0068902,0,0,0,0,0,0,5,113333,1,1,1,1,1,0,0,0,5789.708069,6472.096261,5789.708069,549.2438638,624.2379796,549.2438638,6472.096261,0.990980901,624.2379796,0.095580766,1739.942982,0.266412951,963.9156353,0.147590818,6266.768363,0.959541933,26.80404207,0.004104125,63.74021772,0.009759641,1.99999997,0.000306232,9.971779834,0.001526838,102.8118651,0.015742132,82.41046917,0.012618354,91.18089432,0.038603258,132.8016319,0.05622423,5789.708069,0.886496412,549.2438638,0.084097973,1554.272848,0.2379839,891.7264238,0.136537502,5604.562621,0.858147699,22.16291211,0.003393494,58.66558147,0.008982634,1.99999997,0.000306232,9.014348974,0.00138024,93.30261053,0.014286114,71.7296874,0.010982956,86.82156688,0.036757649,119.3563535,0.050531902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,1758,969,6325,27,64,2,10,103,83,81,132
879,25023506102,Marshfield,,Plymouth,2015,5818,8.8,5.6,8.1,83438,0.8,2.9,71.9,510,59.5,40.5,1.211,21.04,327000,3.56,91800,30600,1,5899,2177,0,4,0.0006781,0,0,0,0,0,0,4.6,112532,1,1,1,1,1,0,0,0,2872.561392,5134.497926,2872.561392,283.2128446,819.946693,283.2128446,5134.497926,0.870401411,819.946693,0.138997575,1373.046141,0.232759136,525.3549434,0.089058305,4900.042613,0.830656486,40.60330935,0.006883083,51.35883863,0.008706364,0,0,6.60771629,0.001120142,135.8854456,0.023035336,83.98092473,0.014236468,73.83684279,0.033916786,130.4214914,0.059908816,2872.561392,0.486957347,283.2128446,0.048010314,828.3990915,0.140430427,277.1491831,0.046982401,2786.218132,0.472320416,17.0412819,0.002888842,20.15986689,0.003417506,0,0,4.684278529,0.00079408,44.45783873,0.007536504,23.27553369,0.003945674,0.000365231,1.68E-07,65.50820132,0.030091043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,1561,622,5617,48,58,0,8,168,103,122,155
880,25023506202,Marshfield,,Plymouth,2015,2536,9.4,8.7,7.8,93558,0.6,0.7,82.8,240,59.5,40.5,1.211,21.04,152000,3.56,42700,14200,1,2512,931,0,0,0,0,0,0,0,0,0,8.2,113578,1,1,1,1,1,0,0,0,1387.175375,2055.962012,1387.175375,154.6339094,272.0001105,154.6339094,2055.962012,0.818456215,272.0001105,0.108280299,542.0198653,0.215772239,253.0133197,0.100721863,2011.789536,0.800871631,4.8379747,0.001925945,9.811814242,0.003905977,0.99999997,0.000398089,2.704495166,0.00107663,25.81819745,0.010277945,18.87290361,0.007513099,49.69929128,0.053382697,65.64658084,0.070511902,1387.175375,0.552219497,154.6339094,0.061558085,389.7818391,0.15516793,145.9584015,0.058104459,1356.663997,0.540073247,1.645349462,0.000654996,8.327037862,0.003314904,0.99999997,0.000398089,1.708984297,0.000680328,17.83002052,0.007097938,14.4452939,0.005750515,24.88861377,0.026733205,41.1158725,0.044163128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,637,380,2458,6,11,1,3,33,22,73,87
881,25023506203,Marshfield,,Plymouth,2015,5122,8,6,5.7,73425,0.3,2.4,78.8,410,59.5,40.5,1.211,21.04,262000,3.56,73500,24500,1,5220,2041,0,0,0,0,0,0,0,1,0,3.6,107992,1,1,1,1,1,0,0,1,3019.077809,4672.503629,3019.077809,277.0997336,456.7735744,277.0997336,4672.503629,0.895115638,456.7735744,0.087504516,1160.654428,0.222347592,656.6122493,0.125787787,4556.552326,0.872902745,8.126685244,0.001556836,14.95448149,0.002864843,0,0,12.70600605,0.002434101,80.16412282,0.015357112,54.64349497,0.010468102,104.9098891,0.05140122,122.0803413,0.059813984,3019.077809,0.578367396,277.0997336,0.05308424,790.8427781,0.151502448,410.3027105,0.078602052,2947.854179,0.564723023,2.977873824,0.000570474,8.667206048,0.001660384,0,0,6.45794225,0.001237154,53.12060127,0.01017636,43.05978637,0.008249001,60.14148372,0.029466675,76.9707836,0.03771229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,1259,753,5084,11,23,0,13,89,59,118,137
882,25023506204,Marshfield,,Plymouth,2015,5420,8.5,5.1,6.5,75460,0.7,0.7,74,460,59.5,40.5,1.211,21.04,294000,3.56,82600,27500,1,4970,2015,0,20,0.0040241,0,0,0,0,0,0,7.1,92917,1,1,1,1,1,0,0,0,2934.558693,4007.305002,2934.558693,463.3757365,642.9096031,463.3757365,4007.305002,0.806298793,642.9096031,0.129358069,871.6032491,0.175372887,532.3726459,0.107117233,3914.440695,0.787613822,18.99749178,0.003822433,18.99999997,0.003822938,1,0.000201207,3.230108358,0.000649921,50.63670735,0.010188472,29.38065028,0.0059116,19.89066201,0.009871296,89.31206511,0.044323606,2934.558693,0.590454465,463.3757365,0.093234555,623.9645041,0.125546178,414.6501358,0.083430611,2853.212975,0.574087118,16.99999996,0.003420523,16.96592831,0.003413668,1,0.000201207,2.482964172,0.00049959,43.89682495,0.008832359,25.86275342,0.005203773,10.26874179,0.00509615,65.49580876,0.032504123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,1091,668,4852,20,22,1,4,71,48,32,115
883,25023507101,Duxbury,,Plymouth,2015,5393,7.1,6.6,5,111369,1.6,1.1,85.6,380,59.5,40.5,1.211,21.04,244000,3.56,68700,22900,1,5323,1866,0,124,0.0232951,0,0,0,0,1,0,2.6,125729,1,1,1,1,1,0,0,1,4577.809256,5286.773497,4577.809256,316.9398138,374.8766491,316.9398138,5286.773497,0.993194345,374.8766491,0.070425822,1430.564377,0.268751527,913.1164266,0.171541692,5137.031616,0.965063238,33.80941897,0.006351572,51.00000071,0.009581063,0,0,5.000000018,0.00093932,59.93245262,0.011259149,68.58607674,0.012884854,125.3432346,0.067172151,61.36892414,0.032887955,4577.809256,0.860005496,316.9398138,0.059541577,1252.423878,0.235285342,773.3138414,0.145277821,4440.12067,0.83413877,26.00057834,0.004884572,49.59736686,0.009317559,0,0,4.856430617,0.000912348,57.23420971,0.010752247,60.08614364,0.011288022,113.1953532,0.060662033,51.87868138,0.02780208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,1438,921,5173,34,51,0,5,60,69,136,63
884,25023507103,Duxbury,,Plymouth,2015,4383,4.8,5,3.2,130795,0.1,0.6,91.6,210,59.5,40.5,1.211,21.04,134000,3.56,37700,12600,1,4351,1552,0,0,0,0,0,0,0,0,0,3.8,169018,1,1,1,1,1,0,0,0,1448.965508,3257.934933,1448.965508,245.0653498,455.823244,245.0653498,3257.934933,0.748778426,455.823244,0.104762869,964.8707535,0.22175839,535.840921,0.12315351,3192.165082,0.733662395,0.998836112,0.000229565,18.32938513,0.004212683,0,0,3.999999839,0.000919329,42.44163614,0.009754456,47.30546888,0.010872321,16.78780014,0.010816882,17.37644539,0.011196163,1448.965508,0.333018963,245.0653498,0.056323914,418.0046185,0.09607093,241.3500108,0.055470009,1419.16477,0.326169793,0.013603093,3.13E-06,5.590630329,0.001284907,0,0,3.306513501,0.000759943,20.88999505,0.004801194,23.06160441,0.0053003,7.57129308,0.00487841,7.815959558,0.005036056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,1285,710,4255,6,30,0,4,56,65,23,23
