County,Inspection_Grade,Inspection Date,Owner_Name,Trade_Name,Street,City,State Code,Zip_Code,Deficiency Number,Deficiency Description,Location 1
New York,B,11/14/18,96 DAN MEAT MARKET INC,DAN SUPERMARKET 2,96 SHERMAN AVE,NEW YORK,NY,10034,02D,Other adulterated / unfit foods or ingredients,"96 SHERMAN AVE
NEW YORK, NY 10034
(40.863799, -73.925426)"
New York,C,10/29/18,GENERAL NUTRITION CORP,GENERAL NUTRITION #7621,159 COLUMBUS AVE,NEW YORK,NY,10023,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","159 COLUMBUS AVE
NEW YORK, NY 10023
(40.77422, -73.98112)"
New York,C,8/22/18,380 LENOX MEAT CORP,PIONEER SUPERMARKET,380 MALCOLM X BLVD,NEW YORK,NY,10027,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","380 MALCOLM X BLVD
NEW YORK, NY 10027
(40.810626, -73.943311)"
New York,B,10/18/18,FELO DELI GROCERY CORP,FELO DELI GROCERY,23 W 100TH ST,NEW YORK,NY,10025,03C,Food handlers do not wash hands thoroughly after contaminating them,"23 W 100TH ST
NEW YORK, NY 10025
(40.794605, -73.963836)"
New York,C,8/17/18,AMISH MANHATTAN FARMERS MKT INC,AMISH MARKET,731 9TH AVE,NEW YORK,NY,10019,06A,Potentially hazardous foods are not cooled by an approved method where the product temperature can be reduced to 70?F or less within two hours and 41?F or less within an additional 4 hours,"731 9TH AVE
NEW YORK, NY 10019
(40.763151, -73.989179)"
New York,C,8/16/18,APOLLO DELI & FRUIT CORP,APOLLO DELI & FRUIT,2350 8TH AVE,NEW YORK,NY,10027,06B,Potentially hazardous foods are not stored at safe temperatures,"2350 8TH AVE
NEW YORK, NY 10027
(40.810955, -73.950597)"
New York,C,7/17/18,BLEECKER FINEST CORP,BLEECKER FINEST,171 BLEECKER ST,NEW YORK,NY,10012,06B,Potentially hazardous foods are not stored at safe temperatures,"171 BLEECKER ST
NEW YORK, NY 10012
(40.728856, -74.000542)"
New York,B,11/29/18,CAFE BRAVO INC,CAFE BRAVO,352 9TH AVE,NEW YORK,NY,10001,03C,Food handlers do not wash hands thoroughly after contaminating them,"352 9TH AVE
NEW YORK, NY 10001
(40.750972, -73.998072)"
New York,C,8/27/18,BROOKLYN ROYAL SUSHI INC,BROOKLYN ROYAL SUSHI,731 9TH AVE #3,NEW YORK,NY,10019,05B,Critical Processing or Salvaging Parameters are not met,"731 9TH AVE
NEW YORK, NY 10019
(40.763151, -73.989179)"
New York,B,10/15/18,JANICO FOOD CORP,FOOD TOWN,2463 FREDERICK DOUGLAS BLVD,NEW YORK,NY,10027,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2463 FREDERICK DOUGLAS BLVD
NEW YORK, NY 10027
(40.814585, -73.94796)"
New York,C,10/19/18,EDDY FOOD CENTER CORP,EDDY FOOD CENTER,2108 AMSTERDAM AVE ,NEW YORK,NY,10032,06B,Potentially hazardous foods are not stored at safe temperatures,"2108 AMSTERDAM AVE
NEW YORK, NY 10032
(40.837648, -73.938551)"
New York,C,11/15/18,437 MANHATTAN DELI CORP,437 MANHATTAN DELI,437 MANHATTAN AVE,NEW YORK,NY,10026,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","437 MANHATTAN AVE
NEW YORK, NY 10026
(40.806557, -73.95572)"
New York,B,11/14/18,96 DAN MEAT MARKET INC,DAN SUPERMARKET 2,96 SHERMAN AVE,NEW YORK,NY,10034,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","96 SHERMAN AVE
NEW YORK, NY 10034
(40.863799, -73.925426)"
New York,C,9/24/18,EATALY NY LLC,EATALY,200 5TH AVE #,NEW YORK,NY,10010,04C,"Ready-to-eat foods are subjected to cross contamination from raw foods, or cross contamination between species is likely to occur","200 5TH AVE
NEW YORK, NY 10010
(40.742787, -73.988673)"
New York,C,8/17/18,AMISH MANHATTAN FARMERS MKT INC,AMISH MARKET,731 9TH AVE,NEW YORK,NY,10019,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","731 9TH AVE
NEW YORK, NY 10019
(40.763151, -73.989179)"
New York,C,7/18/18,51 EAST BROADWAY MARKET INC,51 EAST BROADWAY MARKET,51 E BROADWAY,NEW YORK,NY,10002,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","51 E BROADWAY
NEW YORK, NY 10002
(40.7136, -73.995653)"
New York,C,10/22/18,DUAL SPECIALTY STORE INC,DUAL SPECIALTY STORE,91 1ST AVENUE,NEW YORK,NY,10003,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","91 1ST AVENUE
NEW YORK, NY 10003
(40.726147, -73.986377)"
New York,C,6/11/18,ADNADER INC,ADNADER INC,218 ST NICHOLAS AVE ,NEW YORK,NY,10027,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","218 ST NICHOLAS AVE
NEW YORK, NY 10027
(40.80755, -73.952906)"
New York,C,9/6/18,CT SEAFOOD MART CORP,CT SEAFOOD MART,250 GRAND ST,NEW YORK,NY,10002,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","250 GRAND ST
NEW YORK, NY 10002
(40.718218, -73.994031)"
New York,B,11/20/18,A&C SUPERMAS INC,ASSOCIATED SUPERMARKET,2444 7TH AVE,NEW YORK,NY,10030,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2444 7TH AVE
NEW YORK, NY 10030
(40.819925, -73.94043)"
New York,C,10/31/18,3060 BROADWAY CORP,OLIVE TREE DELI,3060 BROADWAY,NEW YORK,NY,10027,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","3060 BROADWAY
NEW YORK, NY 10027
(40.811343, -73.961322)"
New York,C,9/27/18,DAHING SEAFOOD MARKET INC,DAHING SEAFOOD MARKET,127 MOTT ST,NEW YORK,NY,10013,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","127 MOTT ST
NEW YORK, NY 10013
(40.718208, -73.996907)"
New York,B,10/26/18,BROWN&WHITE MARKETS INC,MORTON WILLIAMS,311 E 23RD ST,NEW YORK,NY,10010,07C,Other potentially hazardous foods requiring cooking are not heated to and/or held at required temperatures,"311 E 23RD ST
NEW YORK, NY 10010
(40.737637, -73.980305)"
New York,C,4/16/18,DAGOSTINO SUPERMARKETS INC,DAGOSTINO 16,790 GREENWICH ST #,NEW YORK,NY,10014,08B,"Hot-holding equipment improperly designed, maintained, or operated to keep hot foods at 135?F or above","790 GREENWICH ST
NEW YORK, NY 10014
(40.737177, -74.006485)"
New York,C,8/22/18,47 PITT GROCERY INC,47 PITT GROCERY,47 PITT ST,NEW YORK,NY,10002,04C,"Ready-to-eat foods are subjected to cross contamination from raw foods, or cross contamination between species is likely to occur","47 PITT ST
NEW YORK, NY 10002
(40.717311, -73.982991)"
New York,B,9/26/18,DELI AND TOBACCO CORP,DELI AND TOBACCO,375 1ST AVE,NEW YORK,NY,10010,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","375 1ST AVE
NEW YORK, NY 10010
(40.736136, -73.979075)"
New York,C,10/16/18,BIG APPLE MEAT MARKET INC,BIG APPLE MEAT MARKET,529 9TH AVE,NEW YORK,NY,10018,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","529 9TH AVE
NEW YORK, NY 10018
(40.756782, -73.993814)"
New York,C,10/1/18,A&B GOURMET DELI INC,A&B GOURMET DELI,1980 2ND AVE,NEW YORK,NY,10029,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1980 2ND AVE
NEW YORK, NY 10029
(40.787894, -73.944447)"
New York,C,9/24/18,EATALY NY LLC,EATALY,200 5TH AVE #,NEW YORK,NY,10010,06B,Potentially hazardous foods are not stored at safe temperatures,"200 5TH AVE
NEW YORK, NY 10010
(40.742787, -73.988673)"
New York,B,11/29/18,BLUE&GOLD DELI INC,BLUE & GOLD DELI,1075 1ST AVE,NEW YORK,NY,10022,08A,Potentially hazardous foods are being kept below 135?F during hot-holding (rare roast beef may be served at 130?F or above),"1075 1ST AVE
NEW YORK, NY 10022
(40.759429, -73.96213)"
New York,C,11/2/18,GANADA CORP,KIMS FISH MARKET,201 W 104TH ST,NEW YORK,NY,10025,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","201 W 104TH ST
NEW YORK, NY 10025
(40.799258, -73.966963)"
New York,C,9/10/18,DC MEAT MARKET INC,DC MEAT MARKET,36 E BROADWAY,NEW YORK,NY,10002,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","36 E BROADWAY
NEW YORK, NY 10002
(40.713548, -73.996273)"
New York,C,10/26/18,D&S PRODUCE INC,MET SUPERMARKET,160 E 110TH,NEW YORK,NY,10029,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","160 E 110TH
NEW YORK, NY 10029
(40.794554, -73.943826)"
New York,B,10/26/18,BROWN&WHITE MARKETS INC,MORTON WILLIAMS,311 E 23RD ST,NEW YORK,NY,10010,06B,Potentially hazardous foods are not stored at safe temperatures,"311 E 23RD ST
NEW YORK, NY 10010
(40.737637, -73.980305)"
New York,C,6/5/18,453 HARLEM DELI CORP,453 HARLEM DELI,453 W 125TH STREET,NEW YORK,NY,10027,02D,Other adulterated / unfit foods or ingredients,"453 W 125TH STREET
NEW YORK, NY 10027
(40.812766, -73.955785)"
New York,C,7/12/18,57 BAYARD MEAT MARKET INC,57 BAYARD MEAT MARKET,57 BAYARD ST,NEW YORK,NY,10013,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","57 BAYARD ST
NEW YORK, NY 10013
(40.715369, -73.997748)"
New York,C,10/19/18,EDDY FOOD CENTER CORP,EDDY FOOD CENTER,2108 AMSTERDAM AVE ,NEW YORK,NY,10032,08B,"Hot-holding equipment improperly designed, maintained, or operated to keep hot foods at 135?F or above","2108 AMSTERDAM AVE
NEW YORK, NY 10032
(40.837648, -73.938551)"
New York,C,9/10/18,DC MEAT MARKET INC,DC MEAT MARKET,36 E BROADWAY,NEW YORK,NY,10002,06B,Potentially hazardous foods are not stored at safe temperatures,"36 E BROADWAY
NEW YORK, NY 10002
(40.713548, -73.996273)"
New York,C,8/21/18,282 AMERICAN DELI CORP,282 AMERICAN DELI,282 LENOX AVE,MANHATTAN,NY,10027,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","282 LENOX AVE
MANHATTAN, NY 10027
(40.807202, -73.945794)"
New York,C,8/17/18,AMISH MANHATTAN FARMERS MKT INC,AMISH MARKET,731 9TH AVE,NEW YORK,NY,10019,04C,"Ready-to-eat foods are subjected to cross contamination from raw foods, or cross contamination between species is likely to occur","731 9TH AVE
NEW YORK, NY 10019
(40.763151, -73.989179)"
New York,B,10/31/18,243 W 34TH ST RETAIL CORP,7 ELEVEN STORE #35895A,243 W 34TH ST,NEW YORK,NY,10001,03C,Food handlers do not wash hands thoroughly after contaminating them,"243 W 34TH ST
NEW YORK, NY 10001
(40.751658, -73.992195)"
New York,C,9/12/18,370 GOURMET DELI CORP,370 GOURMET DELI,370 LENOX AVENUE#,NEW YORK,NY,10027,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","370 LENOX AVENUE
NEW YORK, NY 10027
(40.810176, -73.943637)"
New York,B,11/5/18,ALBSHARI ABDULWAHAB,BASAL DELI GROCERY,495 2ND AVE,NEW YORK,NY,10016,02D,Other adulterated / unfit foods or ingredients,"495 2ND AVE
NEW YORK, NY 10016
(40.740929, -73.978673)"
New York,C,8/16/18,APOLLO DELI & FRUIT CORP,APOLLO DELI & FRUIT,2350 8TH AVE,NEW YORK,NY,10027,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2350 8TH AVE
NEW YORK, NY 10027
(40.810955, -73.950597)"
New York,C,8/22/18,380 LENOX MEAT CORP,PIONEER SUPERMARKET,380 MALCOLM X BLVD,NEW YORK,NY,10027,06B,Potentially hazardous foods are not stored at safe temperatures,"380 MALCOLM X BLVD
NEW YORK, NY 10027
(40.810626, -73.943311)"
New York,B,8/30/18,GENERAL NUTRITION CORP,GENERAL NUTRITION 2916,2 BROADWAY,NEW YORK,NY,10004,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2 BROADWAY
NEW YORK, NY 10004
(40.704474, -74.01329)"
New York,C,7/17/18,BLEECKER FINEST CORP,BLEECKER FINEST,171 BLEECKER ST,NEW YORK,NY,10012,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","171 BLEECKER ST
NEW YORK, NY 10012
(40.728856, -74.000542)"
New York,C,7/18/18,51 EAST BROADWAY MARKET INC,51 EAST BROADWAY MARKET,51 E BROADWAY,NEW YORK,NY,10002,06B,Potentially hazardous foods are not stored at safe temperatures,"51 E BROADWAY
NEW YORK, NY 10002
(40.7136, -73.995653)"
New York,C,7/16/18,ADVANCED FRESH CONCEPTS FRANCHISE,AFC SUSHI @ DUANE READE,1657 BROADWAY,NEW YORK,NY,10019,05B,Critical Processing or Salvaging Parameters are not met,"1657 BROADWAY
NEW YORK, NY 10019
(40.762501, -73.983358)"
New York,C,7/31/18,ANDYS 418 COLUMBUS AVE DELI INC,ANDYS 418 CLMBS AVE DEL,418 COLUMBUS AVE,NEW YORK,NY,10024,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","418 COLUMBUS AVE
NEW YORK, NY 10024
(40.78275, -73.974906)"
New York,C,9/10/18,DC MEAT MARKET INC,DC MEAT MARKET,36 E BROADWAY,NEW YORK,NY,10002,05B,Critical Processing or Salvaging Parameters are not met,"36 E BROADWAY
NEW YORK, NY 10002
(40.713548, -73.996273)"
New York,B,9/27/18,7 ELEVEN INC,7 ELEVEN STORE # 37176H,2726 FREDERICK DOUGLASS BLVD ,NEW YORK,NY,10030,06B,Potentially hazardous foods are not stored at safe temperatures,"2726 FREDERICK DOUGLASS BLVD
NEW YORK, NY 10030
(40.822669, -73.942052)"
New York,C,8/27/18,BROOKLYN ROYAL SUSHI INC,BROOKLYN ROYAL SUSHI,731 9TH AVE #3,NEW YORK,NY,10019,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","731 9TH AVE
NEW YORK, NY 10019
(40.763151, -73.989179)"
New York,C,11/29/18,2ND AVE FRESH FOOD CORNER INC,2ND AVE FRESH FOOD CORN,1310 SECOND AVE,NEW YORK,NY,10065,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1310 SECOND AVE
NEW YORK, NY 10065
(40.766754, -73.959856)"
New York,B,10/3/18,ALAN FARMLAND LTD,ALANS FARMLAND,27 COLUMBUS AVE,NEW YORK,NY,10023,06B,Potentially hazardous foods are not stored at safe temperatures,"27 COLUMBUS AVE
NEW YORK, NY 10023
(40.770073, -73.984148)"
New York,C,8/30/18,FU LONG SEAFOOD WHOLESALE INC,FU LONG SEAFOOD WHOLESA,28 MARKET ST APT 20 ,NEW YORK,NY,10002,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","28 MARKET ST
NEW YORK, NY 10002
(40.712811, -73.994449)"
New York,C,9/17/18,FRESH GRILL DELI INC,FRESH GRILL DELI,2121 FREDERICK DOUGLASS BLVD,NEW YORK,NY,10026,06B,Potentially hazardous foods are not stored at safe temperatures,"2121 FREDERICK DOUGLASS BLVD
NEW YORK, NY 10026
(40.803533, -73.956018)"
New York,C,8/22/18,47 PITT GROCERY INC,47 PITT GROCERY,47 PITT ST,NEW YORK,NY,10002,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","47 PITT ST
NEW YORK, NY 10002
(40.717311, -73.982991)"
New York,B,12/3/18,FAMILIA NUEZ Y DELI CORP,FAMILIA NUEZ Y DELI,1484 AMSTERDAM AVE,NEW YORK,NY,10031,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1484 AMSTERDAM AVE
NEW YORK, NY 10031
(40.817824, -73.953027)"
New York,C,10/12/18,CHELSEA FRUIT&VEGETABLES INC,CAFE DELI-CIOUS,115 W 23RD ST,NEW YORK,NY,10011,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","115 W 23RD ST
NEW YORK, NY 10011
(40.743168, -73.993435)"
New York,C,9/10/18,DC MEAT MARKET INC,DC MEAT MARKET,36 E BROADWAY,NEW YORK,NY,10002,04C,"Ready-to-eat foods are subjected to cross contamination from raw foods, or cross contamination between species is likely to occur","36 E BROADWAY
NEW YORK, NY 10002
(40.713548, -73.996273)"
New York,B,11/20/18,COLUMBUS GROCERS LLC,COLUMBUS GROCERS,941 COLUMBUS AVE,NEW YORK,NY,10025,06B,Potentially hazardous foods are not stored at safe temperatures,"941 COLUMBUS AVE
NEW YORK, NY 10025
(40.799394, -73.962754)"
New York,B,10/30/18,BALBUENA VICTORIANO,MORNINGSIDE MEAT MARKET,2060 2ND AVE,NEW YORK,NY,10029,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2060 2ND AVE
NEW YORK, NY 10029
(40.790392, -73.942609)"
New York,C,12/3/18,MORTON FOOD&GROCERY CORP,MORTON FOOD&GROCERY,448 HUDSON ST,NEW YORK,NY,10014,03E,"Employees handling exposed, ready-to-eat foods without an acceptable protective barrier","448 HUDSON ST
NEW YORK, NY 10014
(40.731455, -74.006641)"
New York,B,9/6/18,LA LUNA MINI DELI CORP,LA LUNA MINI DELI,667 W 177TH STREET STORE 7,NEW YORK,NY,10033,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","667 W 177TH STREET
NEW YORK, NY 10033
(40.847404, -73.937234)"
New York,C,11/28/18,RAYS SUPER DELI INC,RAYS SUPER DELI,452 HUDSON ST,NEW YORK,NY,10014,08A,Potentially hazardous foods are being kept below 135?F during hot-holding (rare roast beef may be served at 130?F or above),"452 HUDSON ST
NEW YORK, NY 10014
(40.731398, -74.006651)"
New York,C,11/28/18,RAYS SUPER DELI INC,RAYS SUPER DELI,452 HUDSON ST,NEW YORK,NY,10014,04C,"Ready-to-eat foods are subjected to cross contamination from raw foods, or cross contamination between species is likely to occur","452 HUDSON ST
NEW YORK, NY 10014
(40.731398, -74.006651)"
New York,C,9/28/18,PRAYOSHA 202 INC,SPRING FOOD MART,202 MOTT ST,NEW YORK,NY,10012,03C,Food handlers do not wash hands thoroughly after contaminating them,"202 MOTT ST
NEW YORK, NY 10012
(40.721414, -73.995534)"
New York,B,9/24/18,LA PLACITA WASHINGTON HGTS CORP,LA PLACITA D'WASHINGTON,1406 ST NICHOLAS AVE,NEW YORK,NY,10033,06B,Potentially hazardous foods are not stored at safe temperatures,"1406 ST NICHOLAS AVE
NEW YORK, NY 10033
(40.84882, -73.934098)"
New York,B,3/20/18,NEW  HENG YUN CHICKEN MARKET INC.,NEW HENG YUN CHICKEN MA,94 HESTER ST,NEW YORK,NY,10002,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","94 HESTER ST
NEW YORK, NY 10002
(40.716423, -73.992641)"
New York,C,5/2/18,NEW GREEN EMPORIUM CORP,NEW GREEN EMPORIUM,791 8TH AVE,NEW YORK,NY,10019,04C,"Ready-to-eat foods are subjected to cross contamination from raw foods, or cross contamination between species is likely to occur","791 8TH AVE
NEW YORK, NY 10019
(40.761213, -73.986903)"
New York,C,10/1/18,OVEN ARTISANS INC,ORWASHERS,308 E 78TH ST,NEW YORK,NY,10075,03C,Food handlers do not wash hands thoroughly after contaminating them,"308 E 78TH ST
NEW YORK, NY 10075
(40.772383, -73.954925)"
New York,B,12/3/18,HANA MART COLUMBIA CORP,H MART,2828 BROADWAY,NEW YORK,NY,10025,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2828 BROADWAY
NEW YORK, NY 10025
(40.803895, -73.966782)"
New York,B,9/25/18,JF MEAT&GROCERY CORP,C TOWN,1016 ST NICHOLAS AVE,NEW YORK,NY,10032,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1016 ST NICHOLAS AVE
NEW YORK, NY 10032
(40.835157, -73.93976)"
New York,B,6/1/18,JUDE NY INC,ANAN GOURMET DELI,2391 FREDERICK DOUGLASS BLVD,NEW YORK,NY,10027,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2391 FREDERICK DOUGLASS BLVD
NEW YORK, NY 10027
(40.81219, -73.94969)"
New York,C,10/1/18,OVEN ARTISANS INC,ORWASHERS,308 E 78TH ST,NEW YORK,NY,10075,04C,"Ready-to-eat foods are subjected to cross contamination from raw foods, or cross contamination between species is likely to occur","308 E 78TH ST
NEW YORK, NY 10075
(40.772383, -73.954925)"
New York,C,10/23/18,NEW HARLEM HALAL MEAT INC,NEW HARLEM HALAL MEAT,2142 FREDERICK DOUGLASS BLVD,NEW YORK,NY,10026,04C,"Ready-to-eat foods are subjected to cross contamination from raw foods, or cross contamination between species is likely to occur","2142 FREDERICK DOUGLASS BLVD
NEW YORK, NY 10026
(40.804208, -73.955526)"
New York,B,12/3/18,MARTE WILLIAM,KSY MINI MARKET,996 AMSTERDAM AVE,NEW YORK,NY,10025,03C,Food handlers do not wash hands thoroughly after contaminating them,"996 AMSTERDAM AVE
NEW YORK, NY 10025
(40.802574, -73.964146)"
New York,C,11/1/18,PANYA INC OF NEW YORK,SUNRISE MART,4 STUYVESANT ST 2ND FLR #,NEW YORK,NY,10003,06B,Potentially hazardous foods are not stored at safe temperatures,"4 STUYVESANT ST
NEW YORK, NY 10003
(40.72987, -73.989401)"
New York,C,12/3/18,PERRY&11TH STREET CORP,PERRY&11TH STREET,275 W 4TH ST,NEW YORK,NY,10014,03C,Food handlers do not wash hands thoroughly after contaminating them,"275 W 4TH ST
NEW YORK, NY 10014
(40.735777, -74.003406)"
New York,C,10/4/18,HONG LI MEAT MARKET INC,HONG LI MEAT MARKET,124 MOTT ST,NEW YORK,NY,10013,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","124 MOTT ST
NEW YORK, NY 10013
(40.718286, -73.99686)"
New York,C,8/16/18,THE BROTHERS GOURMET DELI INC,THE BROTHERS GOURMET DE,2480 FREDERICK DOUGLASS BLVD,NEW YORK,NY,10027,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2480 FREDERICK DOUGLASS BLVD
NEW YORK, NY 10027
(40.815133, -73.947559)"
New York,B,10/29/18,SOLANKI JIMMY K,7-ELEVEN STR 33570A,105-107 E 23RD ST #,NEW YORK,NY,10010,08A,Potentially hazardous foods are being kept below 135?F during hot-holding (rare roast beef may be served at 130?F or above),"105 107 E 23RD ST
NEW YORK, NY 10010
(40.739899, -73.985681)"
New York,C,10/23/17,M A FOOD MARKET INC,M A FOOD MARKET,481 AMSTERDAM AVE,NEW YORK,NY,10024,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","481 AMSTERDAM AVE
NEW YORK, NY 10024
(40.785847, -73.976366)"
New York,C,6/27/18,SEVEN SEAS 49TH ST LLC,FOOD EMPORIUM THE,810 8TH AVE #,NEW YORK,NY,10019,08B,"Hot-holding equipment improperly designed, maintained, or operated to keep hot foods at 135?F or above","810 8TH AVE
NEW YORK, NY 10019
(40.762053, -73.986284)"
New York,B,8/30/18,MANHATTAN VILLE DELI GOURMET INC,MANHATTAN VILLE DELI GO,1437 AMSTERDAM AVE,NEW YORK,NY,10027,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1437 AMSTERDAM AVE
NEW YORK, NY 10027
(40.816468, -73.954027)"
New York,C,10/2/18,NEW YORK SPRMRKT E BROADWAY INC,NEW YORK SUPERMARKET,75 E BROADWAY,NEW YORK,NY,10002,06B,Potentially hazardous foods are not stored at safe temperatures,"75 E BROADWAY
NEW YORK, NY 10002
(40.713715, -73.994064)"
New York,C,6/21/18,MERIT FRUITS & VEGGIES CORP,HUDSON MARKET PLACE,755 9TH AVE,NEW YORK,NY,10019,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","755 9TH AVE
NEW YORK, NY 10019
(40.764022, -73.988538)"
New York,C,8/1/18,NAMDOR INC,GRISTEDES 508,246 MERCER ST #,NEW YORK,NY,10012,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","246 MERCER ST
NEW YORK, NY 10012
(40.727906, -73.995823)"
New York,C,9/28/18,PRAYOSHA 202 INC,SPRING FOOD MART,202 MOTT ST,NEW YORK,NY,10012,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","202 MOTT ST
NEW YORK, NY 10012
(40.721414, -73.995534)"
New York,B,10/3/18,MODUWA 84 INC,MODUWA 84,1592 YORK AVE,NEW YORK,NY,10028,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1592 YORK AVE
NEW YORK, NY 10028
(40.774477, -73.948192)"
New York,B,10/29/18,SOLANKI JIMMY K,7-ELEVEN STR 33570A,105-107 E 23RD ST #,NEW YORK,NY,10010,08B,"Hot-holding equipment improperly designed, maintained, or operated to keep hot foods at 135?F or above","105 107 E 23RD ST
NEW YORK, NY 10010
(40.739899, -73.985681)"
