scope,emissions_category,emissions_source,sub_activity,activity,sub_bu,last_bu,bu,value
Scope 1,Mobile,Jet Fuel - Corporate,Air Travel: Corporate Jet,Air Travel,Transportation,Corp. Transportation,Corporate Operations,209.859595
Scope 1,Mobile,Jet Fuel - Corporate,Air Travel: Corporate Jet,Air Travel,Transportation,Corp. Transportation,Corporate Operations,220.284563
Scope 1,Mobile,Jet Fuel - Corporate,Air Travel: Corporate Jet,Air Travel,Transportation,Corp. Transportation,Corporate Operations,248.599079
Scope 3,Upstream Losses,Jet Fuel - Corporate,Other,Air Travel,Transportation,Corp. Transportation,Corporate Operations,19.2278071
Scope 3,Upstream Losses,Jet Fuel - Corporate,Other,Air Travel,Transportation,Corp. Transportation,Corporate Operations,20.1940183
Scope 3,Upstream Losses,Jet Fuel - Corporate,Other,Air Travel,Transportation,Corp. Transportation,Corporate Operations,21.6695637
Scope 3,Upstream Losses,Jet Fuel - Corporate,Other,Air Travel,Transportation,Corp. Transportation,Corporate Operations,22.7160726
Scope 3,Upstream Losses,Jet Fuel - Corporate,Other,Air Travel,Transportation,Corp. Transportation,Corporate Operations,23.2772781
Scope 3,Upstream Losses,Jet Fuel - Corporate,Other,Air Travel,Transportation,Corp. Transportation,Corporate Operations,35.0790037
Scope 3,Upstream Losses,Jet Fuel - Corporate,Other,Air Travel,Transportation,Corp. Transportation,Corporate Operations,36.6037828
Scope 3,Upstream Losses,Jet Fuel - Corporate,Other,Air Travel,Transportation,Corp. Transportation,Corporate Operations,41.5022418
Scope 3,Upstream Losses,Jet Fuel - Corporate,Other,Air Travel,Transportation,Corp. Transportation,Corporate Operations,41.6666472
Scope 3,Upstream Losses,Jet Fuel - Corporate,Other,Air Travel,Transportation,Corp. Transportation,Corporate Operations,42.5464063
Scope 3,Upstream Losses,Jet Fuel - Corporate,Other,Air Travel,Transportation,Corp. Transportation,Corporate Operations,44.6599383
Scope 3,Upstream Losses,Jet Fuel - Corporate,Other,Air Travel,Transportation,Corp. Transportation,Corporate Operations,50.400352
Scope 1,Mobile,Jet Fuel - Corporate,Air Travel: Corporate Jet,Air Travel,Transportation,Corp. Transportation,Corporate Operations,0.37293982
Scope 1,Mobile,Jet Fuel - Corporate,Air Travel: Corporate Jet,Air Travel,Transportation,Corp. Transportation,Corporate Operations,0.65047642
Scope 1,Mobile,Jet Fuel - Corporate,Air Travel: Corporate Jet,Air Travel,Transportation,Corp. Transportation,Corporate Operations,1.08412737
Scope 1,Mobile,Jet Fuel - Corporate,Air Travel: Corporate Jet,Air Travel,Transportation,Corp. Transportation,Corporate Operations,1.57848945
Scope 1,Mobile,Jet Fuel - Corporate,Air Travel: Corporate Jet,Air Travel,Transportation,Corp. Transportation,Corporate Operations,1.90228216
Scope 3,Upstream Losses,Jet Fuel - Corporate,Other,Air Travel,Transportation,Corp. Transportation,Corporate Operations,0.07560888
Scope 3,Upstream Losses,Jet Fuel - Corporate,Other,Air Travel,Transportation,Corp. Transportation,Corporate Operations,0.13187595
Scope 3,Upstream Losses,Jet Fuel - Corporate,Other,Air Travel,Transportation,Corp. Transportation,Corporate Operations,0.21979326
Scope 3,Upstream Losses,Jet Fuel - Corporate,Other,Air Travel,Transportation,Corp. Transportation,Corporate Operations,0.32001898
Scope 3,Upstream Losses,Jet Fuel - Corporate,Other,Air Travel,Transportation,Corp. Transportation,Corporate Operations,0.3856639
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,27.8565306
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,27.8565306
Scope 1,Stationary,Natural Gas - Corporate,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,43.1045401
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,2.4522752
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,0.49764534
Scope 3,Upstream Losses,Natural Gas - Corporate,Other,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,5.0977341
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,27.670381
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,645.734661
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,833.151315
Scope 1,Stationary,Natural Gas - Corporate,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,147.605243
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,96.2785705
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,4.95302266
Scope 3,Upstream Losses,Natural Gas - Corporate,Other,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,17.1596672
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,50.8938392
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,359.870179
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,464.318134
Scope 1,Stationary,Natural Gas - Corporate,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,82.2609167
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,53.6563832
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,2.76033681
Scope 3,Upstream Losses,Natural Gas - Corporate,Other,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,9.5631424
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,26.914515
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,271.876547
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,350.785418
Scope 1,Stationary,Natural Gas - Corporate,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,62.1468944
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,40.5365964
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,2.08539325
Scope 3,Upstream Losses,Natural Gas - Corporate,Other,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,7.2248113
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,19.5332978
Scope 1,Stationary,Natural Gas - DVD,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,34.14992
Scope 3,Purchased Goods and Services,Embodied - Servers,AWS,Electricity Use,Data Centers,AWS,Streaming,1769.87
Scope 2,Purchased Grid Electricity,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,27.7472034
Scope 2,Purchased Grid Electricity,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,29.5817859
Scope 2,Purchased Grid Electricity,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Downstream Leased Assets,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0.27401224
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0.29212931
Scope 2,Purchased Grid Electricity,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Downstream Leased Assets,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 3,Upstream Losses,Electric - SelfMng,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Upstream Losses,Electric - SelfMng,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Upstream Losses,Electric - Studios,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0.07211514
Scope 3,Upstream Losses,Electric - Studios,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0.00444707
Scope 3,Upstream Losses,Sublease,Other,Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 3,Upstream Losses,Sublease,Other,Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,11.8529121
Scope 3,Downstream Leased Assets,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 3,Downstream Leased Assets,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,73.8410345
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,74.0933994
Scope 1,Stationary,Natural Gas - Corporate,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,1.64148718
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,23.2915565
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,1.43630138
Scope 3,Upstream Losses,Natural Gas - Corporate,Other,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,0.21613777
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,0.81996749
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,90.8812733
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,91.1918761
Scope 1,Stationary,Natural Gas - Corporate,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,2.02029191
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,28.6665311
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,1.76775554
Scope 3,Upstream Losses,Natural Gas - Corporate,Other,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,0.26601572
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,1.00919075
Scope 2,Purchased Grid Electricity,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,92.1851943
Scope 2,Downstream Leased Assets,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - SelfChargeBck,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,92.5002536
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Electric - Studios,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 2,Purchased Grid Electricity,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Downstream Leased Assets,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 3,Upstream Losses,Electric - SelfMng,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,29.0778248
Scope 3,Upstream Losses,Electric - SelfMng,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,1.79311846
Scope 3,Upstream Losses,Electric - Studios,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Upstream Losses,Electric - Studios,Other,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Upstream Losses,Sublease,Other,Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 3,Upstream Losses,Sublease,Other,Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,30.2160647
Scope 3,Downstream Leased Assets,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 3,Downstream Leased Assets,Sublease,Electricity Use: (Tenants of sample co),Electricity Use,Production (Self Mng),Other Scope 3,Production,0
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,28.891424
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,29.1047072
Scope 1,Stationary,Natural Gas - Corporate,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,5.90562318
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,3.54524365
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,0.21862164
Scope 3,Upstream Losses,Natural Gas - Corporate,Other,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,0.77760477
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,1.15019262
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,28.0131903
Scope 2,Purchased Grid Electricity,Electricity - Corporate,Electricity Use,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,25.1735081
Scope 1,Stationary,Natural Gas - Corporate,Natural Gas Use,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,12.9282877
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,3.3371352
Scope 3,Upstream Losses,Electricity - Corporate,Other,Electricity Use,Facilities,Corp. Facilities,Corporate Operations,0.15697335
Scope 3,Upstream Losses,Natural Gas - Corporate,Other,Fuel Use,Facilities,Corp. Facilities,Corporate Operations,1.53387915
Scope 1,Fugitive,Refrigerant,Refrigerant Leakage,Refrigerant Leakage,Facilities,Corp. Facilities,Corporate Operations,3.02616873
Scope 3,Capital Goods,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,102.306
Scope 3,Transportation and Distribution,Expenses - Corporate OpEx,"Building, Facilities, & Equip.",Corporate,PG&S,Corp. PG&S,Corporate Operations,0
